2	11
NM1	NM2	NM3	NM4	NM5	NM6	HD1	HD2	HD3	HR1	HR2	HR3	DT1	DT2	DT3	DT4	TB
4405119	4129169	4848266	3914213	5106027	4823548	4348568	5223035	3305281	4690014	2010808	4186244	1021579	2026764	4964317	4864428	5099922
